CNT,ENT,HGN,IDM,VAR,EG,CRL,KTS,MN,Output
4.446105898767337,7.500692364169163,0.6472907545434807,0.6472907545434851,2281.1164087433503,0.0783816147849184,0.9893373214367212,2.0654136498985003,117.42038189339806,1
13.065036078307504,7.707978722087379,0.4311702287114992,0.4311702287114983,2822.8937105905675,0.0527444398951524,0.9719466163545548,2.277341847123044,108.77181009310782,1
8.353436647905628,7.348933579193586,0.5544951425977287,0.5544951425977299,1802.8079598554996,0.0689004061667914,0.9724975544608636,3.3008605536351885,129.54886053430667,1
11.191044432579538,7.760314673523715,0.4630022591258642,0.4630022591258593,4430.024684958515,0.0551873880336593,0.9757623306341876,2.1529918465460085,143.9532437329295,1
4.315616457642586,7.38990980067833,0.6627852895312788,0.6627852895312809,1956.4259975697237,0.0760941789025206,0.9886860928051252,2.26109197967701,105.16691592746209,1
9.391058215957932,7.584048584490262,0.583081643719412,0.5830816437194124,2640.809731815945,0.0763222161683774,0.9820737785124484,3.299008451937808,91.91990508250096,1
8.085079358675639,7.393327918249327,0.5538496489613778,0.5538496489613782,1721.902887771516,0.0655140454541386,0.9747844418041623,2.924513482574389,116.83350277358916,1
4.446105898767337,7.500692364169163,0.6472907545434807,0.6472907545434851,2281.1164087433503,0.0783816147849184,0.9893373214367212,2.0654136498985003,117.42038189339806,1
7.3526288729024225,7.648087328851031,0.582407091094166,0.5824070910941725,3657.330611537548,0.0694237993362375,0.9790720114358744,2.167697434249692,109.1446371746852,1
8.456025496647747,7.563006773259832,0.5175508654951704,0.5175508654951673,2509.4186707141816,0.056488301879732,0.9828824535254016,2.2130269011439467,94.67166327420762,1
8.138097157139985,7.573930494418485,0.5981928426551052,0.5981928426550982,2527.496549375975,0.0742168045495058,0.9823066721076764,3.2639344820960705,95.69947693770804,1
9.095271539077418,7.568787580937801,0.4716309523974363,0.4716309523974368,2264.672911417263,0.0511477450337157,0.9800766507779582,2.384028602541022,149.554035755737,1
14.474378504912934,7.774874104132175,0.3742482231783369,0.374248223178337,3131.952272455598,0.0421271406552006,0.9704944979355818,2.219780929325172,139.66278795284447,1
7.061679735272877,7.737891287551594,0.5987965634476787,0.5987965634476848,3858.787940533922,0.0689478818050711,0.9795987649790971,1.8931959319916447,124.79787774692956,1
10.144697597816094,7.49064838614852,0.4840035193801074,0.4840035193801054,2099.9933980279898,0.057590934988577,0.969897670563494,2.5932412807244223,116.8508071653627,1
7.587385713136699,7.572099267291328,0.5867143048406169,0.5867143048406223,3071.027652766496,0.0717794638032493,0.9734503736469482,2.290338143631691,110.74328019583258,1
3.595148475138009,7.395727184330946,0.6703444931444444,0.6703444931444469,2077.250526088857,0.0887290766724829,0.9904926331420444,2.004325125582429,116.470545560993,1
7.042044732301626,7.718750084772256,0.5523955191180718,0.55239551911807,3777.4978834627295,0.0618542539220248,0.9822104025550036,1.8061932223582848,129.96265749539535,1
3.844430513199901,7.329090175455246,0.7301168255654318,0.7301168255654367,3581.7504336060174,0.1289573458310058,0.9874466373442896,2.008720075135245,139.9322647984201,1
14.474378504912934,7.774874104132175,0.3742482231783369,0.374248223178337,3131.952272455598,0.0421271406552006,0.9704944979355818,2.219780929325172,139.66278795284447,1
7.848994807072046,7.60511839849963,0.5860885729424449,0.5860885729424432,3087.853975078973,0.0713177417246681,0.9730146476161328,2.316162440302448,110.73434211209208,1
9.109423184447406,7.528091242892019,0.5809362612561926,0.580936261256195,2183.824239445541,0.1086279527626723,0.9765195841652504,2.4469653500046538,105.23545282238398,1
9.900313057498812,7.67493595298127,0.5341080679668427,0.534108067966844,3573.671760956089,0.0633930315056296,0.9729361434405082,2.314353592103064,109.54418513319904,1
8.321979213546182,7.729980579207749,0.5621965696245628,0.5621965696245688,3982.8269403956606,0.0647289197012255,0.9779757586484557,2.024557398490113,111.07526919917407,1
7.3526288729024225,7.648087328851031,0.582407091094166,0.5824070910941725,3657.330611537548,0.0694237993362375,0.9790720114358744,2.167697434249692,109.1446371746852,1
7.62619773463649,7.566784025835091,0.5806818595813535,0.5806818595813585,3032.146431497771,0.0709278012904636,0.9730139354503424,2.3301335723057286,110.50971629604098,1
8.565114761365455,7.728885379323313,0.552930357554361,0.5529303575543619,3501.0991519711224,0.0656723781446138,0.9732216298454692,2.0806891447733005,126.25023119096372,1
4.128341617083045,7.478213401770879,0.6341990915108326,0.6341990915108335,2176.599210619995,0.0861956334916076,0.991156239005164,2.038009131580202,116.4572009171042,1
9.32323584168947,7.46113255340926,0.5273995683013719,0.5273995683013708,2054.547586812484,0.0615713680449387,0.9728017230401496,2.635249772435168,114.69070761208084,1
9.24536923322891,7.573713760530858,0.5249716289978817,0.524971628997883,2923.6141546266804,0.0675398726723523,0.9673325417208354,2.501071406835908,105.11739965890588,1
3.786613461374852,7.366229903652937,0.7297637903373568,0.7297637903373616,3742.914701681789,0.1241719619277559,0.987604722068772,1.9489848896452115,139.70655513151436,1
9.217516319048512,7.464564636847532,0.4835670891224117,0.4835670891224132,2020.3551798053363,0.0577559438586667,0.9727441963375844,2.586096031752571,116.94567958250587,1
8.348683143037972,7.627443159019412,0.5575117183286714,0.5575117183286691,3308.972570828527,0.0676569982518342,0.9738168326521816,2.375399245857904,104.20086106643572,1
5.195245407633341,7.512128230410036,0.6545671105369057,0.6545671105369059,2307.71817297432,0.0828956617304352,0.9885845198902496,3.3228474037379203,92.87591779432184,1
8.138097157139985,7.573930494418485,0.5981928426551052,0.5981928426550982,2527.496549375975,0.0742168045495058,0.9823066721076764,3.2639344820960705,95.69947693770804,1
6.089191165417588,7.487859098436432,0.6332848043297323,0.6332848043297306,2197.2204487319814,0.0997170840353112,0.9816473512681804,2.668027578397543,118.59505227341636,1
4.75122469931572,7.533308898037466,0.6996193403470826,0.6996193403470854,2580.6619375552223,0.114323421365561,0.9867131686813022,2.9576113599811125,98.97111276772658,1
9.815195451137123,7.55219463501429,0.473526141123116,0.4735261411231144,2254.698373968694,0.0567311694901398,0.9750426703738198,2.432971538999813,112.27318274089752,1
7.042044732301626,7.718750084772256,0.5523955191180718,0.55239551911807,3777.4978834627295,0.0618542539220248,0.9822104025550036,1.8061932223582848,129.96265749539535,1
8.649447454884431,7.770448629762236,0.4868889237230626,0.4868889237230622,4564.370290905807,0.0562364508722388,0.981977617607462,1.9312769837659856,140.39542495414165,1
13.656068201272657,7.512126577791326,0.4774461151044756,0.4774461151044799,2431.7809864636247,0.0666337039711821,0.9554805617254262,2.8924261928450195,125.3273137697517,1
